tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2001808191714361455',"People don’t struggle to build the life they want, they struggle to not be arrogant. 

They think results will come with a bit of occasional hard work. 

They think relationships will thrive with a bit of occasional thoughtfulness. 

They think most talent is innate and daily training is optional. 

They think they could get much richer anytime because they’ve had a few winning trades over the years.

They think they deserve to be married to a wonderful person and have a loving circle of family and friends without ever having to question their own behavior.

They think the world owes them something because they exist and are henceforth special.

Most of what people call “luck” is actually applied humility: 

people who genuinely believe they still have a long way to go regardless of where they currently are, 

people who never blame others and always strive to get better, 

people who understand that beliefs shape actions, and actions define destiny.",en,Tweet,303,556,75,19,57320,2025-12-18 19:13:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001609539129610743',"The people who resent you the most aren’t those you simply ignored, it’s the people you once helped, but somehow, they felt entitled to more, and as things weren’t working out for them, they grew bitter, started to look for someone to blame, came up with an imaginary story, and started to genuinely believe that it was all your fault.",en,Tweet,175,460,44,27,23387,2025-12-18 06:04:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001592741818728864',"You don’t understand the value of jobs until you create them.

You don’t understand how much your parents did for you until you become one.

You don’t understand how much of an advantage it is to grow up wealthy until you have financial freedom.

Gratitude comes from experience.",en,Tweet,111,567,59,36,17944,2025-12-18 04:57:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001533040112316628',"People who spend most of their waking hours dealing with numbers teach themselves to judge everyone and everything through numbers, when the most important things in life are clearly not measured quantitatively.",en,Tweet,53,321,23,21,15034,2025-12-18 01:00:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001491021906296905',"Don’t take it personally when life gets hard and painful, consider it an opportunity to grow the kind of mental strength that will become your most valuable asset for the rest of your life.",en,Tweet,184,828,110,51,25686,2025-12-17 22:13:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001489551202881945',"Life is fair in the sense that as you get older, you look more and more like your lifestyle, you sound more and more like your relationships, and you are more and more like the quality of your long-term decisions.",en,Tweet,225,849,111,42,27119,2025-12-17 22:07:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2001419348968399058',"As an adult, your potential is exactly what you have achieved, nothing less, nothing more.

So many people still haven't unlearned the mindset of ""I could have done better if I had studied harder.""

In real life, no one cares about your external circumstances, your private life, or that the games you chose to play are unfair.

You find a way to get results and you move forward, or you don't and you stay where you are.

Life goes by awfully fast for people who don't nurture the mental strength to take the pain and question themselves when they stagnate.",en,Tweet,751,1628,169,34,80884,2025-12-17 17:28:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2001090634132938828',"People who can genuinely compliment others are very rare because it requires true self-confidence; whilst people who can criticize everything are omnipresent because when you are still insecure, that's the default behavior that makes you feel better about yourself.",en,Tweet,141,650,70,38,24888,2025-12-16 19:42:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2001072256496361886',"Ironically, there is nothing more expensive than being poor. 

You likely had an unhealthy lifestyle that you never noticed because everyone around you had the same.

You were stuck in a job that didn't allow you to become who you wanted to be, but you had so many urgent fires to put out, you had no way out.

You wasted so much time and energy commuting every day because living hours away from your workplace was all you could afford.

Any signs of ambition got shot down by your fellow ""crabs in the bucket"" who projected their insecurities on you, and who didn't want you to leave them behind.

You've been learning the price of so many things, but you now have to learn the value of the things that matter.

You had to unlearn all the lies and wrong beliefs that you were fed in a society where average people (with a bit of money) are always confidently wrong.

Especially, you once genuinely believed that the game was fair and that ""hard work"" alone would get you rewarded.

You had to relearn how to not live in the constant fear of being taken advantage of, and how to play games that make you thrive as a person, and not just survive.

Especially, you had to rebuild your self-esteem, and understand that you can achieve way more than you think, but only if you have the courage to follow an independent path.

And finally, you had to cultivate the mental strength to accept the painful fact that you had a very late start, but it doesn't matter, because you can start climbing today, and you will look back in many years with true confidence and a bit of pride, to the sight of everything you had to overcome to build the life you wanted.",en,Tweet,549,958,150,33,76339,2025-12-16 18:29:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2000194466909651364',"Face the reality head-on, there is no other path. If it’s scary, grow some courage. If it’s painful, grow some mental strength. If it’s hard, grow some patience. If it’s confusing, grow some clarity. Life will always be challenging, you just need to have faith in your own growth.",en,Tweet,504,1342,201,41,85809,2025-12-14 08:21:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2000167547136843856',"You are not a ""good person"" just because you lower your standards to accommodate the feelings of people who forgot what self-respect feels like.",en,Tweet,133,651,69,35,29421,2025-12-14 06:34:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2000166638705123480',"Relationships are actually quite simple when you have your physical and mental health in order, are financially responsible, have a clear idea of how you want to live your life, and respect yourself sufficiently to hang out with people who have the same standards for themselves.",en,Tweet,192,687,73,36,27045,2025-12-14 06:31:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2000148999878434922',"If you marry someone who will set up the right example for your kids and who has the intelligence to understand that the success of a marriage is mostly about mutual trust, thoughtful teamwork, and clear communication toward a common vision, you've already won the lottery.",en,Tweet,378,1237,140,40,42238,2025-12-14 05:20:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1999111975822037499',"The biggest problem with social media is likely that there is little to no incentive for people who are already wealthy, loved, happy, to maintain their online presence.",en,Tweet,152,724,55,52,33988,2025-12-11 08:40:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998762926199681381',Worrying about all the things that can go wrong is a common symptom of too much free time.,en,Tweet,94,475,50,45,18900,2025-12-10 09:33:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998725821838807061',"The only right answer to someone trying to ""test"" your friendship with them is to end it. Real friends don't play mind games.",en,Tweet,76,407,48,21,18637,2025-12-10 07:05:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998685652267708443',"It's easy to marry, it's hard to marry well.

It's easy to invest, it's hard to be free.

It's easy to meet people, it's hard to have real friends.

It's easy to read books, it's hard to have original thoughts.

It's easy to make money, it's hard to have a real impact.",en,Tweet,127,477,55,25,20111,2025-12-10 04:26:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998672427564614006',"I was once a big advocate of ""helping people when no one else believes in them,"" but experience taught me that the kind of people who get back on track and take responsibility for where they are in life after getting some unexpected help once are extremely rare;

in most cases, when people start believing that they are special, and that someone will help them no matter what, and they double down on their irresponsible decisions, and as time passes, you realize that you haven't been helping them at all, quite the opposite.",en,Tweet,114,371,42,21,20081,2025-12-10 03:33:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998675484750836185',"I still hope to look back many years from now, realize that my help was actually a catalyst for greater positive change, and be proven wrong.",en,Reply,8,78,2,1,10426,2025-12-10 03:45:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998644073377444243',"Talent comes from desire to get better, and desire to get better comes from pain for not being enough.",en,Tweet,142,662,76,29,22791,2025-12-10 01:40:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998638931164950732',"A lot of people are setting low expectations for themselves because they can't handle the pressure, but life becomes so much more fun once you decide instead to grow more mental strength and ""talent,"" by investing in yourself until you can fearlessly tackle the challenging problems that the confident version of yourself would choose to tackle without hesitation.",en,Tweet,133,372,42,22,19057,2025-12-10 01:20:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998635287656935626',"The smarter you are, the more you need to grow the courage to be wrong, or you're gonna spend your whole life overthinking every decision instead of acting or speaking up when it matters, and end up missing out on life itself.",en,Tweet,196,691,80,43,23917,2025-12-10 01:06:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998633279285768659',"One of the saddest things in life is people who grew up without experiencing what it was like to have a loving family or a real friend, and who ended up living their adult years in very dysfunctional relationships that they deemed ""normal.""",en,Tweet,62,277,32,9,14797,2025-12-10 00:58:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998614097806635292',"Most people who tell you what you can't do are actually saying what they can't do; that's why talented people are so much more fun to be around, they don't see limits, they see potential, in themselves, in others.",en,Tweet,114,464,59,24,18737,2025-12-09 23:41:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998605854518735079',"Foolish decisions often come from having too much free time, that's when you overthink the details that don't matter, that's when you seek unnecessary stimulation to escape your boring daily life, that's when you destroy what you've built without noticing it until it's too late.",en,Tweet,160,537,57,22,20502,2025-12-09 23:09:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998602802764071374',"People often act shocked and disillusioned by how little their ex-business partners or ex-coworkers care about them once they are no longer working together; but that's simply the limits of the aligned financial incentives, and the older you get, the more obvious it is that genuine friendships are so much more rare than professional and financial opportunities.",en,Tweet,235,792,78,33,70171,2025-12-09 22:56:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998599315804266980',"If your work environment is transforming you into someone you don't like, and yet you choose to stay, you don't get to complain about the family and friends you won't have many years from now; life is quite simple, you choose who you want to be, you pay the price to get there, and you attract the people you deserve.",en,Tweet,224,613,71,30,28140,2025-12-09 22:43:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998594480002527407',"It's actually not surprising that a lot of smart people who are successful in their career are struggling with their relationships;

genuine bonds often require the very opposite of what you need to succeed professionally,

it's not about efficiency,

it's not about making calculated long-term moves,

it's not about being transactional and capturing value,

it's about being emotionally present in a world that teaches you to be emotionally detached,

it's about giving without worrying about what's in it for you,

it's about not having an agenda and genuinely loving and caring about the other person.",en,Tweet,170,448,46,19,52557,2025-12-09 22:23:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998590118492619011',"Lack of success is lack of focus and wrong priorities. 

No one ever got talented by spending their time admiring talented people.

No one ever got healthy without sticking to some ""boring"" eating, training, sleeping habits.

No one ever got wealthy by constantly spending their money on their mimetic desires.

No one ever got loved without commitment and efforts to become a person worthy of love.

No one ever built long-lasting meaningful friendships without getting their personal life in order first.

No one ever got clear-minded without spending extended amounts of time alone.

No one ever got the life they wanted without overcoming their fears and making painful choices.

No one ever got things done without occasionally temporarily ignoring the rest of the world.",en,Tweet,315,563,73,25,27849,2025-12-09 22:06:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998554997437640888',A happy mind is just a side effect of playing life on the right difficulty level.,en,Tweet,89,521,68,21,20580,2025-12-09 19:46:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998357219944157516',"You should never worry about other people judging you; the ones whose judgment might mean something definitely don't have time to judge you; they are minding their own business, they are enjoying their time with people they love, they are living the life they want.",en,Tweet,127,492,51,39,20440,2025-12-09 06:41:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998357961446678980',"A lot of ""social anxiety"" is actually just life telling you that you are spending too much time either on social media or around average minds with no meaningful purpose.",en,Reply,27,158,12,1,11760,2025-12-09 06:44:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998358734192722300',"Confident and talented people are often believed to be judgmental, but anyone with self-confidence and talent knows that when you know you have potential, you don't waste it on judging others; being judgmental is mostly a sign that you gave up on achieving anything noteworthy.",en,Reply,31,135,16,1,10640,2025-12-09 06:47:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998043949832011842',"People who couldn't marry well will keep warning you against marriages; people who couldn't invest well will keep warning you that everything is a scam; people who couldn't get what they want from life will keep warning you that you won't be able to do it either. 

Pessimism and cynicism are just common signs that you are failing in life. Don't get annoyed, and don't take it personally either.",en,Tweet,467,1232,171,45,78660,2025-12-08 09:56:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997871178271297921',"You are wealthy when you have health, money, time, love, and purpose.",en,Tweet,137,766,96,38,30243,2025-12-07 22:29:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997688799581847802',You naturally grow all the courage you need when you don’t have any other choice.,en,Tweet,168,1044,126,44,32447,2025-12-07 10:24:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997677552014655831',"You'd be surprised by how much of what is framed as ""ambition"" is actually driven by people who are still compensating for insecurities they had as kids: attention they didn't have, freedom they didn't experience, love they didn't feel, respect they didn't get.",en,Tweet,200,599,56,35,52861,2025-12-07 09:40:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997678870435369007',"In a society obsessed with money, once you have enough of it, you can say anything and people will believe you; history is written by the victors, and ""success"" is defined by the wealthy; the real motivations are never as pretty as the stories they came up with in retrospect.",en,Reply,37,183,10,1,12803,2025-12-07 09:45:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997652155025530920',Every day is actually a great day when you don't take for granted the gift of being alive.,en,Tweet,76,502,55,23,21731,2025-12-07 07:59:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997638702160588969',"A lot of fears are actually there to tell you what you should do, not what you should avoid.",en,Tweet,98,441,39,27,21512,2025-12-07 07:05:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997637500626452944',"Anxiety happens when you changed who you were in order to please other people, when you should have focused on becoming who you actually wanted to be, with good taste.",en,Tweet,255,763,84,34,54358,2025-12-07 07:01:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1997317067243151639',"A lot of success in life boils down to understanding that your own intelligence goes through fluctuations, and that there will be many moments of “stupidity” when you will be convinced to be right and very eager to act, and the challenge is to recognize them and let it pass.",en,Tweet,136,493,60,23,21129,2025-12-06 09:47:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997313826220622275',You can’t save someone who chooses to drown no matter how good of a swimmer you are.,en,Tweet,86,448,41,30,21424,2025-12-06 09:34:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997313177839980563',"Mental health is like physical health, it doesn’t just happen out of nowhere, it takes discipline and efforts, and people who can’t even maintain simple healthy habits over the course of many years are actually consciously choosing to stay low-energy and anxious.",en,Tweet,115,447,48,20,20225,2025-12-06 09:32:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997311580279828520',Peace of mind is simple once you realize that you are free to do your own thing because no one has time to think about you. Most of the “social pressure” and anxiety that people feel are an invention of their own mind.,en,Tweet,174,758,97,38,28697,2025-12-06 09:26:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1996958127728517145',"Most parents want to give their kids all sorts of advantages in life, but the most important gift they often fail to give them is the opportunity to earn true self-confidence through their own independent efforts and risk-taking.",en,Tweet,317,1201,146,51,68171,2025-12-05 10:01:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1996410654492868693',"All you need for life to keep getting better as you get older is good taste: good taste for what kind of person you want to be, good taste for what kind of person you want to marry or befriend, good taste for where you want to live, good taste for what you want to create.",en,Tweet,334,974,145,42,67601,2025-12-03 21:46:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995702166590312554',"You see a lot of wealthy people struggling with their family and friendships because the kind of mindset you need to reach higher financial highs is very different from the mind you need to keep good people around.

Being relentless and unpredictable, taking a lot of risks and enjoying the thrill of it, being ""stupidly"" bold once in a while, these are not the kind of traits that ensure the long-term stability of a relationship.

Wealthy people with a loving family and supportive friends are just people who understood that meaningful relationships couldn't be bought with money, understood that life wasn't all about efficiency, and earned the people they had around through kindness, loyalty and commitment.",en,Tweet,293,684,64,28,36736,2025-12-01 22:50:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995797621395562914',@JordanSVIC @NolanFincher2 Thank you ! 🫡,en,Reply,0,0,0,1,145,2025-12-02 05:10:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995704424023629886',"@NolanFincher2 I'm working hard on it, will have big updates soon! 🧡",en,Reply,1,31,0,3,1677,2025-12-01 22:59:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995696564342514153',"Relationships are actually very simple once they involve people who have the intelligence to understand that spilling your anger, frustration, insecurities on someone else, doesn't make them disappear.",en,Tweet,91,440,35,21,19786,2025-12-01 22:28:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995687282872045756',Unhealthy addictions happen when you have too much free time and not enough purpose; no one who has a clear idea of where they want to be ten years from now would voluntarily reduce their chances of success.,en,Tweet,245,891,94,34,27473,2025-12-01 21:51:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995667779249414586',"It's practically getting harder and harder to maintain genuine friendships as you get older, because people prioritize their family, they move around, they have personal issues to deal with;

if you are lucky to have friends that fill your days with positive energy and gratitude, treasure them, make an effort to keep in touch, show some flexibility of schedule, don't let them go because you are ""too busy and tired,"" at some point, you are not going to be that busy anymore, and sadly realize that no one cares about you, because you didn't care enough when they did.",en,Tweet,341,1007,110,23,76485,2025-12-01 20:34:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995668098423423053',@davin_chia 🧡,qme,Reply,0,4,0,1,2724,2025-12-01 20:35:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995483229198152129',"A lot of success boils down to having a very clear idea of what kind of old person you don’t want to look like and be like, then make sure you are currently not walking a similar path.",en,Tweet,152,649,66,35,20411,2025-12-01 08:20:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995475570537156818',"A hoarding mindset is a symptom of poverty, and that's regardless of how much you have in the bank account. True wealth is about feeling free and being free.",en,Tweet,105,478,52,20,19343,2025-12-01 07:50:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995470019694624886',It's ironic that a lot of smart people fail to live fulfilling lives precisely because they think too much; and they think too much because they lack two things: (1) the faith to believe in their own growth and (2) the courage to act when they feel scared.,en,Tweet,284,763,85,25,23195,2025-12-01 07:28:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995461529009799562',"If you want to know whether you are underperforming or overperforming your ""potential,"" take a look at what your grandparents had achieved at the same age, in terms of family, career, legacy, then take a look at your own life, be honest about it, and make the necessary changes.",en,Tweet,80,247,24,21,15372,2025-12-01 06:54:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995466435632455941',"Nowadays, there are just too many people who blame their genetics instead of their own lack of efforts, and they'd radically change their stance if they knew what their ancestors overcame to get them a shot at experiencing their current life.",en,Reply,14,83,8,2,10749,2025-12-01 07:14:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995438387327861107',Being in the right direction in life always involves being calmer as you get older.,en,Tweet,61,418,41,30,15372,2025-12-01 05:22:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995440937619869997',Angry old people are just people who failed to connect with who they were meant to be.,en,Reply,23,156,12,1,10766,2025-12-01 05:32:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995407851515441301',"The biggest part of the wealth transmission that happens within a family is not the money, it's about the way you think, the way you learn, and the way you prioritize your time and energy.",en,Tweet,167,663,76,26,42346,2025-12-01 03:21:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995355668317102168',"@EDWD14007070 Great post, thank you for sharing! 🧡",en,Reply,0,5,0,0,2236,2025-11-30 23:53:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995152731053699178',"The more you invest in yourself, the less anxious and superstitious you become, because you understand that “luck” is just a reflection of your skills and of who you are.",en,Tweet,120,571,49,30,20033,2025-11-30 10:27:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995101717915119813',"When you see someone whose behavior doesn’t make any sense, keep in mind that from their point of view, it’s your behavior that doesn’t make any sense; mentally do it at scale, and you will understand society.",en,Tweet,110,418,41,27,19193,2025-11-30 07:04:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995099291887825016',"If you lost a “friend” when you called them out as they tried to take advantage of you, don’t worry, you actually never had a friend.",en,Tweet,48,360,29,21,16387,2025-11-30 06:55:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995100513034260950',@gojycap @nntaleb Great quote.,en,Reply,0,1,0,0,351,2025-11-30 07:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995100385384767875',"You see a lot of good people who end up “sacrificing” their lives trying to change the unhealthy habits of some of their family members. At some point, if they want to drink, smoke, take drugs, get diabetic, sit on the couch all day long, let them do it, and go live your life, you are not a better person just because you chose to lower your standards and be miserable too.",en,Tweet,182,474,51,15,31055,2025-11-30 06:59:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995096742669480354',"You occasionally have people who love to say that they outgrew their family and friends and that it’s lonely at the top, but they actually usually ended up alone not because of their “success” but because of their character:

you don’t need to be a good person to get rich (quite the opposite actually, a quick look at the business world will make it obvious), but you do need to be a good person if you want good people to stick around.",en,Tweet,109,339,25,15,26994,2025-11-30 06:45:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995000510416646641',"Don’t focus on the goal, focus on becoming a version of yourself that can enjoy the journey that leads to the goal.",en,Tweet,195,859,107,40,30714,2025-11-30 00:22:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1995045519685820739',@JoeJustice 🧡,qme,Reply,0,1,0,0,418,2025-11-30 03:21:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995044786647306523',"Life gets better once you stop lying to yourself about what you want. A lot of ""anxiety"" comes from pretending that you don't care about what you deeply care about. It doesn't matter whether you want money, talent, strength, good looks, a loving spouse, kids, friends, or even living in another city or country; at some point, being honest with yourself and paying the price to get there is actually self-care, and the longer you wait until you get your journey started, the more ""mental health issues"" you're going to have.",en,Tweet,850,1588,162,30,94735,2025-11-30 03:18:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995038338567606579',"People who can't be alone with their own mind without feeling lonely never achieve much in life. Time alone is a privilege. You can either waste it on frivolous entertainment, or you can become the best version of yourself.",en,Tweet,136,559,72,35,20231,2025-11-30 02:53:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995028263593545969',"People who struggle to maintain a healthy lifestyle and financial security simply don't have anyone they love. The prerequisite to be able to support your family is to have your own health and finances in order. You don't even need to be smart or talented, you just need to care beyond yourself.",en,Tweet,162,417,45,18,25428,2025-11-30 02:12:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1995006683605864720',"It's always the people who refuse to make the efforts to learn, train, become a better person, who love the idea of ""winning the genetic lottery.""",en,Tweet,55,273,35,23,16626,2025-11-30 00:47:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994980438281162984',"Smart people love to solve difficult problems, but unfortunately, other people are not a problem to be solved, that's why so many of these ""smart"" people struggle with their relationships, they are trying to change others, which is not a difficult problem but an impossible task.",en,Tweet,108,395,43,28,17985,2025-11-29 23:02:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994982922722709850',Deep change is not induced by intellect.,en,Reply,15,76,3,3,11720,2025-11-29 23:12:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994732499512246578',Most of your anger actually naturally disappears once you live in a place where people are full of common sense.,en,Tweet,155,779,103,39,26072,2025-11-29 06:37:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994668408504197135',"Relationships are actually simple once you understand that no one wants to take responsibility for where you are in life.

Fix your health, your finances, your insecurities; clarify your purpose, become a reliable person for your family, clarify the kind of person you need to become to deserve better friends;

and suddenly, you will start making a lot of wonderful serendipitous encounters with people who care, and these relationships will last.",en,Tweet,779,1471,143,49,98952,2025-11-29 02:23:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994659985524207643',One of the most common signs of arrogance and entitlement is to move to another country and expect that country to change for you.,en,Tweet,67,620,74,32,24707,2025-11-29 01:49:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994229002031255567',"The place where you choose to live is shaping you as a person. If you have to continually be alert of your surroundings, if you have to regularly deal with lack of common sense, if you have to learn how to handle constant cynicism, it will show in your personality, your guard will be up, and one day, you will look back and realize that you have no friend.

The opposite is true: if you mostly spend your time around thoughtful and kind people, if you can open up without getting hurt because you are surrounded by good people, if you can assume the best from others and be proven right time after time, you will progressively sharpen your own intuition when it comes to who is worth building long-term relationships with, and one day, you will look back and realize that you are surrounded by love.",en,Tweet,253,671,71,32,35149,2025-11-27 21:16:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994274333057778136',@henriper 🧡,qme,Reply,0,0,0,0,880,2025-11-28 00:17:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994273393147781507',"Treat older people like you will want to be treated;

treat younger people like you wanted to be treated;

treat people the same age like you are going to make the world a better place together.",en,Tweet,95,565,49,25,19434,2025-11-28 00:13:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1994270599137436147',"The older you get, the fewer people will call you out on your foolish behaviors, because everybody knows how harder and harder it becomes to change habits, and everybody who has their lives in order is too busy to deal with any unnecessary drama or your potential hard feelings.",en,Tweet,296,1009,119,37,88268,2025-11-28 00:02:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
